epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9814022779464722,0.3028714060783386,0.11493488401174545,0.06526757031679153,0.049169182777404785,0.09841262549161911,0.001,0.5578974485397339,0.9726868867874146,0.9604705572128296,0.9955634474754333,0.9869957566261292,0.3025303781032562,0.1054043248295784,0.06480865925550461,0.04531538859009743,0.05655109882354736,0.5726280212402344,0.9876671433448792,0.9869142174720764,0.9958934187889099
1,0.9868909120559692,0.34887784719467163,0.1813172847032547,0.12396951764822006,0.09516522288322449,0.051230572164058685,0.001,0.5596498250961304,0.9894303679466248,0.9857726097106934,0.9964876174926758,0.9869962930679321,0.29134711623191833,0.07592710852622986,0.05343625694513321,0.04160210117697716,0.06531008332967758,0.569374680519104,0.9875455498695374,0.9869752526283264,0.9958518147468567
2,0.9872449636459351,0.36077213287353516,0.20923495292663574,0.13745500147342682,0.10109751671552658,0.04939930513501167,0.001,0.5530775785446167,0.989962637424469,0.9857301712036133,0.9966657757759094,0.9873797297477722,0.3574802875518799,0.2019117921590805,0.13366912305355072,0.09885521978139877,0.04742221534252167,0.546419084072113,0.9893255233764648,0.9867527484893799,0.996452271938324
3,0.9877122044563293,0.3752439618110657,0.24286720156669617,0.15594735741615295,0.10651853680610657,0.046544067561626434,0.001,0.5306915640830994,0.990737795829773,0.9856647849082947,0.996925413608551,0.9887617230415344,0.38967323303222656,0.2708565890789032,0.17773188650608063,0.11386618763208389,0.042748987674713135,0.5602538585662842,0.9917054176330566,0.9863936305046082,0.9972490668296814
4,0.9881725907325745,0.389988511800766,0.27351683378219604,0.1722838580608368,0.11820685118436813,0.04433447867631912,0.001,0.5393884778022766,0.9915674328804016,0.9855734705924988,0.9972037076950073,0.9881853461265564,0.3729407489299774,0.24203914403915405,0.15181586146354675,0.10191626846790314,0.043938763439655304,0.5282605886459351,0.9904025197029114,0.9868373870849609,0.9968130588531494
5,0.9882608652114868,0.39659541845321655,0.2935483157634735,0.1761687695980072,0.12062671780586243,0.04329932853579521,0.001,0.538260281085968,0.9917861819267273,0.9854597449302673,0.9972759485244751,0.9891669750213623,0.43161359429359436,0.3703033924102783,0.22169198095798492,0.13807885348796844,0.04094086214900017,0.5345668792724609,0.9937395453453064,0.9847169518470764,0.9979303479194641
6,0.9884860515594482,0.4085550606250763,0.32104170322418213,0.18970021605491638,0.12720534205436707,0.041346095502376556,0.001,0.5340152978897095,0.9923434853553772,0.9853697419166565,0.9974632859230042,0.9888983964920044,0.40184730291366577,0.29271069169044495,0.18350917100906372,0.13465015590190887,0.040290467441082,0.5532539486885071,0.9919878244400024,0.9866006970405579,0.997342586517334
7,0.9887534976005554,0.4156772792339325,0.3371756970882416,0.19525443017482758,0.13383114337921143,0.040053680539131165,0.001,0.5435697436332703,0.9927554130554199,0.9854413866996765,0.9976010322570801,0.9891639947891235,0.4401477575302124,0.3843967020511627,0.23045988380908966,0.14931368827819824,0.040040891617536545,0.5234574675559998,0.9944465756416321,0.9840115308761597,0.9981663823127747
8,0.9888327121734619,0.42274826765060425,0.3542628288269043,0.20513908565044403,0.13501980900764465,0.03897467255592346,0.001,0.5421983003616333,0.9928972125053406,0.9854984879493713,0.997647762298584,0.989641010761261,0.43264368176460266,0.36452704668045044,0.22421795129776,0.144846111536026,0.03608933836221695,0.5729340314865112,0.9936301708221436,0.9860491156578064,0.9978914260864258
9,0.9890480637550354,0.42957189679145813,0.3720211386680603,0.21053290367126465,0.13901951909065247,0.037859898060560226,0.001,0.5015121698379517,0.9932460784912109,0.9854558706283569,0.9977664947509766,0.9896314740180969,0.43137386441230774,0.3759612441062927,0.2195628136396408,0.1329919397830963,0.036485638469457626,0.4508136510848999,0.9932360649108887,0.9865222573280334,0.997760534286499
