epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u_5,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u_5,val_precision,val_sensitivity,val_specificity
0,0.9870560169219971,0.3108457922935486,0.13698294758796692,0.045163217931985855,0.06706682592630386,0.056864116340875626,0.001,0.7531084418296814,0.9870864152908325,0.9869915843009949,0.9956954121589661,0.9868365526199341,0.3395857512950897,0.17906099557876587,0.09006678313016891,0.09427909553050995,0.048626434057950974,0.7366698980331421,0.9875472187995911,0.9864076972007751,0.9958531260490417
1,0.9871524572372437,0.36803799867630005,0.21953117847442627,0.12866224348545074,0.12852656841278076,0.04612795636057854,0.001,0.6400459408760071,0.9903594851493835,0.9853038191795349,0.9967986941337585,0.9877389669418335,0.4268622100353241,0.3180074691772461,0.204167902469635,0.18902187049388885,0.03892301023006439,0.5226479172706604,0.9944518804550171,0.982922375202179,0.9981687664985657
2,0.9881851673126221,0.407467782497406,0.3081100285053253,0.16948965191841125,0.15618784725666046,0.04051431640982628,0.001,0.6749157905578613,0.9920992255210876,0.9853031039237976,0.9973812103271484,0.9890122413635254,0.46197274327278137,0.3612901270389557,0.27051135897636414,0.21914449334144592,0.034062523394823074,0.8162108659744263,0.99527508020401,0.983949601650238,0.9984406232833862
3,0.9890509247779846,0.45136234164237976,0.38482600450515747,0.23070551455020905,0.19319021701812744,0.03504704311490059,0.001,0.7342413663864136,0.9929690957069397,0.9863241910934448,0.9976708889007568,0.9896330833435059,0.5117670893669128,0.4416798949241638,0.31814637780189514,0.290169358253479,0.031966682523489,0.7892955541610718,0.9959976673126221,0.983285129070282,0.9986840486526489
4,0.9900426268577576,0.49275997281074524,0.4358366131782532,0.32319536805152893,0.21484945714473724,0.031413521617650986,0.001,0.7641292810440063,0.9936559200286865,0.9869950413703918,0.9978987574577332,0.9904188513755798,0.5110098123550415,0.42463183403015137,0.4130229651927948,0.20908372104167938,0.030060522258281708,0.8385605216026306,0.9927361011505127,0.988581657409668,0.9975894689559937
5,0.9907037615776062,0.5355699062347412,0.46213430166244507,0.4518161416053772,0.23098249733448029,0.02982138842344284,0.001,0.808459997177124,0.9933457970619202,0.9886091947555542,0.9977925419807434,0.990800142288208,0.5451061725616455,0.44484230875968933,0.5408704876899719,0.19701293110847473,0.02847268618643284,0.8337686061859131,0.9939553141593933,0.988219678401947,0.9979984760284424
6,0.9913226962089539,0.5705325603485107,0.4993274509906769,0.52400803565979,0.2611435055732727,0.026621408760547638,0.001,0.830410361289978,0.9938462972640991,0.9893783926963806,0.997958779335022,0.9920876622200012,0.6070497035980225,0.5751020908355713,0.5877186059951782,0.2674025893211365,0.02497216872870922,0.858590841293335,0.9940509796142578,0.9906419515609741,0.9980254769325256
7,0.9917685389518738,0.5893034338951111,0.5304175019264221,0.5502176880836487,0.27873820066452026,0.02502269111573696,0.001,0.8225266337394714,0.99412602186203,0.9899482727050781,0.9980517029762268,0.9914854168891907,0.6056433320045471,0.4793798327445984,0.6300179362297058,0.3154870569705963,0.0258965902030468,0.8317830562591553,0.9937297701835632,0.9896932244300842,0.997920036315918
8,0.9924811720848083,0.6185779571533203,0.5709517002105713,0.5916287302970886,0.31361472606658936,0.022595949470996857,0.001,0.8294678330421448,0.9945945143699646,0.990827202796936,0.9982067346572876,0.9921056628227234,0.6188448667526245,0.5760301351547241,0.536567211151123,0.36467814445495605,0.023921865969896317,0.8407196402549744,0.9940763115882874,0.9906219244003296,0.9980339407920837
9,0.9919646978378296,0.5974371433258057,0.5372113585472107,0.5631365180015564,0.29153773188591003,0.024677755311131477,0.001,0.8276394009590149,0.9941883087158203,0.9902280569076538,0.9980713129043579,0.9927033185958862,0.6594637036323547,0.5921779870986938,0.6607809066772461,0.38675808906555176,0.022013569250702858,0.8304620981216431,0.9950323700904846,0.9907070398330688,0.9983533024787903
10,0.9927645921707153,0.6299281120300293,0.5901315212249756,0.6052266955375671,0.3261708617210388,0.02188490517437458,0.001,0.8354177474975586,0.9947189688682556,0.9912172555923462,0.9982474446296692,0.99300616979599,0.6449429988861084,0.5857006907463074,0.6453074812889099,0.35051465034484863,0.020924994722008705,0.8332300186157227,0.9949619770050049,0.9914399981498718,0.9983282089233398
11,0.9929357767105103,0.6405786871910095,0.6006743907928467,0.628542959690094,0.3348686993122101,0.02128070779144764,0.001,0.8315128684043884,0.9948086142539978,0.9914790391921997,0.998275876045227,0.9928882718086243,0.6268575191497803,0.6274974346160889,0.5421577095985413,0.33948299288749695,0.021413231268525124,0.828355073928833,0.9946008920669556,0.9916903376579285,0.9982065558433533
12,0.993252158164978,0.6512976288795471,0.6206383109092712,0.6346568465232849,0.3515365719795227,0.02023255079984665,0.001,0.8441799283027649,0.995099663734436,0.991802453994751,0.9983734488487244,0.9932035207748413,0.645170271396637,0.6464797258377075,0.5848038792610168,0.3510587513446808,0.021416496485471725,0.8658908605575562,0.9949743747711182,0.9918724298477173,0.9983306527137756
13,0.9932336211204529,0.6525038480758667,0.6198713779449463,0.6367475390434265,0.3550584614276886,0.020417267456650734,0.001,0.8408814668655396,0.9950959086418152,0.9917625784873962,0.9983718395233154,0.9935144782066345,0.6841517090797424,0.6708479523658752,0.7059350609779358,0.3613985478878021,0.019502298906445503,0.8458781838417053,0.9949955940246582,0.9923567771911621,0.9983378648757935
14,0.9932276606559753,0.6521461606025696,0.6175081729888916,0.6326209306716919,0.36014920473098755,0.02069414220750332,0.001,0.8505861759185791,0.9950615167617798,0.99178546667099,0.9983605742454529,0.9922763109207153,0.6195313930511475,0.5844320058822632,0.617721676826477,0.27803555130958557,0.024471480399370193,0.8470350503921509,0.9935663342475891,0.9913923740386963,0.9978611469268799
