epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u_17,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u_17,val_precision,val_sensitivity,val_specificity
10,0.9917368292808533,0.5699121952056885,0.5209285020828247,0.5342846512794495,0.2267370969057083,0.027008937671780586,0.001,0.38099732995033264,0.9937577843666077,0.9901711940765381,0.997928261756897,0.9916067719459534,0.5997757911682129,0.5194185972213745,0.5840057730674744,0.2979390323162079,0.026964228600263596,0.37588760256767273,0.9941587448120117,0.9895848631858826,0.9980643391609192
11,0.9920237064361572,0.5833088755607605,0.5420185327529907,0.5488522052764893,0.24450698494911194,0.025762781500816345,0.001,0.3790312707424164,0.9940648674964905,0.9904767274856567,0.9980301260948181,0.9883145093917847,0.4142434298992157,0.17752593755722046,0.3980807960033417,0.08596832305192947,0.05152544006705284,0.37772202491760254,0.9891443848609924,0.9879246354103088,0.9963868260383606
12,0.9921202063560486,0.5911760926246643,0.5403915047645569,0.5705052018165588,0.25593116879463196,0.025215134024620056,0.001,0.3785310685634613,0.9941829442977905,0.990516185760498,0.9980689883232117,0.991034984588623,0.53872150182724,0.45990437269210815,0.47395241260528564,0.2239193171262741,0.03552582114934921,0.379264771938324,0.9925631880760193,0.9899262189865112,0.9975281357765198
13,0.9922756552696228,0.5996986031532288,0.5572214126586914,0.5789216756820679,0.2647024691104889,0.024494221433997154,0.001,0.3902522325515747,0.9942829608917236,0.9907174706459045,0.998102068901062,0.9913585186004639,0.5461358428001404,0.48629623651504517,0.5318608283996582,0.16892452538013458,0.029631486162543297,0.38955092430114746,0.9928759932518005,0.9904113411903381,0.9976325035095215
14,0.9921910166740417,0.598632276058197,0.5498899817466736,0.5800780057907104,0.2666405439376831,0.024643491953611374,0.001,0.3872087299823761,0.9942696690559387,0.990606963634491,0.9980988502502441,0.9908708333969116,0.5245255827903748,0.493573933839798,0.4229380488395691,0.18437975645065308,0.032047439366579056,0.3764358460903168,0.9921002984046936,0.9901612997055054,0.9973730444908142
15,0.9926583766937256,0.6181318759918213,0.5763216018676758,0.6076866388320923,0.2904299795627594,0.023108450695872307,0.001,0.39796558022499084,0.9945518374443054,0.9912018179893494,0.9981911778450012,0.9920795559883118,0.6009355783462524,0.5345987677574158,0.5871515870094299,0.28420236706733704,0.027872614562511444,0.43484383821487427,0.9938542246818542,0.9907530546188354,0.997959554195404
16,0.9927924871444702,0.6242637634277344,0.5837079286575317,0.6182976365089417,0.2969174087047577,0.02317930944263935,0.001,0.4000164568424225,0.9945879578590393,0.9913846850395203,0.9982030987739563,0.9907290935516357,0.5927401185035706,0.45182231068611145,0.5987657904624939,0.3232611417770386,0.031317442655563354,0.37537580728530884,0.9930763244628906,0.9889299869537354,0.997704267501831
17,0.9927674531936646,0.6248815655708313,0.5793523192405701,0.618128776550293,0.3039329946041107,0.0227347444742918,0.001,0.37855425477027893,0.9945921897888184,0.9913532733917236,0.9982051253318787,0.9927586317062378,0.6497799158096313,0.5932933688163757,0.6795626282691956,0.3281974494457245,0.02314574457705021,0.3788248598575592,0.9942547082901001,0.991684079170227,0.9980915784835815
18,0.9922242760658264,0.6064857840538025,0.5536376237869263,0.5929712057113647,0.2814790904521942,0.02537655085325241,0.001,0.42496219277381897,0.9942087531089783,0.9906647205352783,0.9980778694152832,0.9928054213523865,0.6320416927337646,0.6074966788291931,0.6231017708778381,0.29938703775405884,0.022045288234949112,0.3768627941608429,0.9947766065597534,0.9912862777709961,0.9982666373252869
19,0.9929531812667847,0.6281970739364624,0.5927950739860535,0.6122614145278931,0.30953535437583923,0.022121669724583626,0.001,0.4008040130138397,0.9947997331619263,0.9915083050727844,0.9982734322547913,0.9923672080039978,0.6145374774932861,0.5438873767852783,0.6067958474159241,0.3095596134662628,0.02453003264963627,0.387478232383728,0.9941733479499817,0.9910488128662109,0.998065710067749
20,0.9932913184165955,0.644321858882904,0.6118601560592651,0.6370152235031128,0.33008357882499695,0.020770035684108734,0.001,0.4005700349807739,0.9950377941131592,0.9919321537017822,0.9983519315719604,0.9928411245346069,0.6245028972625732,0.603330671787262,0.6285886168479919,0.2679729163646698,0.023015154525637627,0.3908524513244629,0.9941380023956299,0.991921067237854,0.9980515241622925
21,0.9932458400726318,0.6430572867393494,0.6143914461135864,0.630564272403717,0.3289525508880615,0.02079891599714756,0.001,0.3899398446083069,0.9950404167175293,0.9918441772460938,0.9983537793159485,0.9929322004318237,0.6323686242103577,0.6147574782371521,0.6537348628044128,0.2627771496772766,0.022011663764715195,0.3780888617038727,0.9943547248840332,0.9919025301933289,0.9981245398521423
22,0.9934242963790894,0.6511487364768982,0.6171033978462219,0.6489604115486145,0.34014472365379333,0.020162532106041908,0.001,0.4410690665245056,0.995182454586029,0.9920526742935181,0.998400866985321,0.9930445551872253,0.6536374688148499,0.6446704268455505,0.6470239162445068,0.32463452219963074,0.022495385259389877,0.42544636130332947,0.9944887161254883,0.9919590353965759,0.9981689453125
23,0.9923729300498962,0.6110214591026306,0.5599882006645203,0.5921280384063721,0.29407286643981934,0.024520885199308395,0.001,0.4414626359939575,0.9942747354507446,0.9908894896507263,0.9980997443199158,0.9931739568710327,0.6626067757606506,0.6198202967643738,0.6741461157798767,0.35820886492729187,0.021438036113977432,0.38507306575775146,0.9949144124984741,0.9918467998504639,0.9983116388320923
24,0.9936941266059875,0.6627843976020813,0.6345898509025574,0.6602743268013,0.3577828109264374,0.019283480942249298,0.001,0.39785143733024597,0.9953424334526062,0.9923954606056213,0.9984539151191711,0.9930787086486816,0.6582591533660889,0.6237785816192627,0.6588842272758484,0.35217681527137756,0.0216049924492836,0.44938725233078003,0.9943432211875916,0.9921894073486328,0.9981203079223633
25,0.9935646653175354,0.6602916717529297,0.6300796866416931,0.6537389159202576,0.35893550515174866,0.019799187779426575,0.001,0.4061749279499054,0.9952310919761658,0.9922545552253723,0.9984166026115417,0.9934703707695007,0.6728050708770752,0.6253439784049988,0.6997114419937134,0.36781978607177734,0.02036292292177677,0.3883598744869232,0.9951008558273315,0.9922539591789246,0.9983733892440796
26,0.9937881827354431,0.6670111417770386,0.639428436756134,0.6634677052497864,0.3666646480560303,0.019097978249192238,0.001,0.4422968029975891,0.9954149723052979,0.9925346374511719,0.9984773397445679,0.9922786951065063,0.6655250787734985,0.6306968331336975,0.6706138253211975,0.36305156350135803,0.024224132299423218,0.7930840253829956,0.9943203330039978,0.9905909299850464,0.9981168508529663
27,0.9936116337776184,0.6650225520133972,0.6359527111053467,0.6625398397445679,0.36317288875579834,0.01941455900669098,0.001,0.46475645899772644,0.995267391204834,0.992315411567688,0.9984289407730103,0.9932670593261719,0.6628698706626892,0.6114435791969299,0.675092875957489,0.3667461574077606,0.021577632054686546,0.3883732557296753,0.9948713779449463,0.991988480091095,0.9982970356941223
28,0.9938890337944031,0.6739845871925354,0.6526609659194946,0.6737401485443115,0.3710087239742279,0.018604980781674385,0.001,0.470437228679657,0.9954708218574524,0.9926574230194092,0.9984954595565796,0.9930338263511658,0.6250079274177551,0.6242152452468872,0.6537790894508362,0.22374482452869415,0.022176304832100868,0.424527645111084,0.9944414496421814,0.9920941591262817,0.9981527924537659
29,0.9940345883369446,0.6777158379554749,0.6599127650260925,0.6738010048866272,0.3785606622695923,0.018062204122543335,0.001,0.4016258120536804,0.9956042766571045,0.9928308129310608,0.9985400438308716,0.9934800267219543,0.6651533246040344,0.6299557685852051,0.6674684286117554,0.36491966247558594,0.021500833332538605,0.3976632356643677,0.9947859644889832,0.9925463199615479,0.9982669949531555
30,0.9937441945075989,0.6741130948066711,0.6455128192901611,0.6741145849227905,0.3783506751060486,0.018840331584215164,0.001,0.4747684597969055,0.9953964948654175,0.9924740195274353,0.998472273349762,0.9929977059364319,0.6426128149032593,0.5556584596633911,0.665233850479126,0.351566880941391,0.02438884973526001,0.40550491213798523,0.9942967891693115,0.9920440316200256,0.9981043934822083
31,0.9943264722824097,0.6902493238449097,0.6724447011947632,0.6907994151115417,0.39907974004745483,0.017239853739738464,0.001,0.5093463659286499,0.9957994818687439,0.9931792616844177,0.9986045956611633,0.9934884309768677,0.6874406337738037,0.6657195687294006,0.6712294816970825,0.4144308865070343,0.0198600422590971,0.43241676688194275,0.9948775768280029,0.9924590587615967,0.9982983469963074
32,0.9942584037780762,0.688987672328949,0.6702375411987305,0.6893810033798218,0.3976881802082062,0.017554128542542458,0.001,0.5066693425178528,0.9957572817802429,0.9930822849273682,0.9985906481742859,0.9913352727890015,0.5584254860877991,0.4518465995788574,0.4926392138004303,0.2920146882534027,0.034984391182661057,0.8491201400756836,0.9928090572357178,0.9903151988983154,0.9976097941398621
33,0.99432373046875,0.6909875273704529,0.6777874827384949,0.6863439083099365,0.40113866329193115,0.01710679940879345,0.001,0.5540030002593994,0.9957864284515381,0.9931818246841431,0.9986000657081604,0.9938966035842896,0.691152811050415,0.6570894122123718,0.7012248635292053,0.4078426659107208,0.019148042425513268,0.4561823010444641,0.995393693447113,0.992745041847229,0.9984704852104187
34,0.9941063523292542,0.6844895482063293,0.6650573015213013,0.6812638640403748,0.39305993914604187,0.01793770305812359,0.001,0.5217686295509338,0.9956483840942383,0.9929125905036926,0.9985548853874207,0.9937330484390259,0.6848902702331543,0.6319606304168701,0.6996502876281738,0.40954700112342834,0.019916879013180733,0.4458845257759094,0.9952667951583862,0.9925639033317566,0.998428463935852
35,0.9945802688598633,0.7017643451690674,0.6888828277587891,0.7028314471244812,0.4165763258934021,0.01619698666036129,0.001,0.5514357686042786,0.9960175156593323,0.9934547543525696,0.9986766576766968,0.9938231706619263,0.6914768218994141,0.6739204525947571,0.698782742023468,0.3948151767253876,0.020428096875548363,0.8342081308364868,0.995015025138855,0.9929500222206116,0.9983429908752441
36,0.993354856967926,0.6621313691139221,0.6279381513595581,0.6520500779151917,0.3702628016471863,0.02074586972594261,0.001,0.4779201149940491,0.9951679706573486,0.9919572472572327,0.9983963370323181,0.9936402440071106,0.6830792427062988,0.6396331191062927,0.7071174383163452,0.38730600476264954,0.021124694496393204,0.38288959860801697,0.9949792623519897,0.9926195740699768,0.9983319044113159
37,0.9944533109664917,0.6983078122138977,0.6855644583702087,0.6967349648475647,0.41220369935035706,0.016531845554709435,0.001,0.3987831473350525,0.9959343671798706,0.9933057427406311,0.9986492991447449,0.9926673769950867,0.6946853995323181,0.6629475355148315,0.7059911489486694,0.41178828477859497,0.02199927158653736,0.4083099365234375,0.9942057728767395,0.9915229678153992,0.9980757236480713
38,0.994335949420929,0.6953195929527283,0.6797885894775391,0.6979438066482544,0.40489980578422546,0.017079638317227364,0.001,0.48579171299934387,0.995810329914093,0.9931957721710205,0.9986079931259155,0.9931879639625549,0.6742350459098816,0.6260138750076294,0.6945591568946838,0.3780900835990906,0.02074439823627472,0.4998084008693695,0.9950267672538757,0.9917399883270264,0.9983496069908142
39,0.9946166276931763,0.7056692838668823,0.6962742805480957,0.7076786756515503,0.4199322760105133,0.01590000092983246,0.001,0.45135045051574707,0.9960548877716064,0.993500828742981,0.9986885190010071,0.9938476085662842,0.6782651543617249,0.6372507214546204,0.6739093065261841,0.4035354554653168,0.02092882990837097,0.4414566457271576,0.9953542351722717,0.9926489591598511,0.9984568953514099
40,0.9948567748069763,0.7122960686683655,0.70859295129776,0.7111871838569641,0.43053245544433594,0.015162813477218151,0.001,0.5167566537857056,0.996234118938446,0.9937883019447327,0.9987483024597168,0.9939579963684082,0.7000629305839539,0.6654177904129028,0.7139768004417419,0.4223884344100952,0.01895768567919731,0.6593181490898132,0.9954891800880432,0.9927589297294617,0.9985021352767944
41,0.9947554469108582,0.7100610136985779,0.7024455070495605,0.7096059322357178,0.4293626546859741,0.015446774661540985,0.001,0.5944615006446838,0.9961450099945068,0.9936814904212952,0.9987189769744873,0.9938632249832153,0.6907787322998047,0.6482122540473938,0.7167748808860779,0.39971259236335754,0.019589319825172424,0.5232890844345093,0.9955500364303589,0.9924654960632324,0.9985232949256897
42,0.9944572448730469,0.6991393566131592,0.6848994493484497,0.7000495195388794,0.41290611028671265,0.01682290807366371,0.001,0.6116039156913757,0.9958977699279785,0.9933309555053711,0.9986371994018555,0.9936776757240295,0.6802460551261902,0.6377794146537781,0.6875413656234741,0.39727067947387695,0.01982687972486019,0.7390204071998596,0.995595395565033,0.9920381307601929,0.9985388517379761
43,0.9948620796203613,0.7141039371490479,0.7085928320884705,0.7166860103607178,0.43227529525756836,0.015134585089981556,0.001,0.6269756555557251,0.9962515234947205,0.9937809705734253,0.9987543225288391,0.9940875172615051,0.7037041187286377,0.6670647263526917,0.7195714712142944,0.4296865463256836,0.01893964596092701,0.5119730830192566,0.9954664707183838,0.9930424094200134,0.9984939098358154
44,0.9950518608093262,0.718946099281311,0.7184441685676575,0.7176867723464966,0.4407213628292084,0.014505770988762379,0.001,0.6046388149261475,0.9963964223861694,0.994011640548706,0.9988023042678833,0.9939321875572205,0.6979274153709412,0.6639939546585083,0.7259960770606995,0.40331336855888367,0.019163494929671288,0.3956487774848938,0.9951805472373962,0.9929948449134827,0.9983984231948853
45,0.9948688745498657,0.7137099504470825,0.7102601528167725,0.711465060710907,0.4342619776725769,0.015207151882350445,0.001,0.5111538767814636,0.9962339997291565,0.9938199520111084,0.998748779296875,0.9930859804153442,0.6543132066726685,0.5700243711471558,0.6710541844367981,0.3782062828540802,0.025214308872818947,0.39225712418556213,0.9943075180053711,0.9922046661376953,0.9981079697608948
46,0.9950380325317383,0.7215410470962524,0.7192711234092712,0.7230032086372375,0.44496870040893555,0.014526793733239174,0.001,0.641008734703064,0.9963736534118652,0.9940016865730286,0.998795211315155,0.9940625429153442,0.7012773752212524,0.6724048256874084,0.6920112371444702,0.4422001540660858,0.01948356442153454,0.6088969111442566,0.9953662753105164,0.9930768609046936,0.9984601140022278
47,0.9945499897003174,0.7011950612068176,0.6899659633636475,0.6933677196502686,0.4227040708065033,0.01642105169594288,0.001,0.5460777878761292,0.9960293173789978,0.9933938384056091,0.9986810684204102,0.9936374425888062,0.6745246052742004,0.6432287096977234,0.6905008554458618,0.36610668897628784,0.02136402204632759,0.7182326316833496,0.9948527216911316,0.9927465915679932,0.9982890486717224
48,0.9950624108314514,0.7221816778182983,0.722895085811615,0.7210934162139893,0.4457872211933136,0.014407981187105179,0.001,0.6666283011436462,0.996421754360199,0.9940033555030823,0.9988115429878235,0.9933825731277466,0.6662841439247131,0.6131220459938049,0.6493560671806335,0.4045831561088562,0.02664034441113472,0.8710217475891113,0.9944707155227661,0.992613673210144,0.9981614351272583
49,0.9956128001213074,0.7434098720550537,0.7529783844947815,0.7442283034324646,0.47733527421951294,0.012717810459434986,0.00020000001,0.7623040676116943,0.9968268871307373,0.9946747422218323,0.9989455342292786,0.9942634105682373,0.7065526843070984,0.6825053691864014,0.7234883308410645,0.4216998219490051,0.018921442329883575,0.6283361911773682,0.9954721331596375,0.9933555126190186,0.9984952807426453
50,0.9957467913627625,0.7491897344589233,0.763074517250061,0.7503809928894043,0.4841606914997101,0.012211361899971962,0.00020000001,0.7189570665359497,0.996936023235321,0.9948348999023438,0.9989815950393677,0.9943451881408691,0.7107541561126709,0.6902429461479187,0.7269253730773926,0.42730408906936646,0.01890740916132927,0.7745188474655151,0.9954342842102051,0.9935492873191833,0.9984822869300842
51,0.9957998394966125,0.7516396641731262,0.7669159173965454,0.7524827122688293,0.4879996180534363,0.012037353590130806,0.00020000001,0.755011796951294,0.9969622492790222,0.9949134588241577,0.9989900588989258,0.9943395853042603,0.7134084105491638,0.6903368830680847,0.730614185333252,0.4341350793838501,0.018676040694117546,0.7408983707427979,0.9955312609672546,0.9934466481208801,0.998514711856842
52,0.9958690404891968,0.7542879581451416,0.7709697484970093,0.7549082040786743,0.49209368228912354,0.01184649858623743,0.00020000001,0.7498164772987366,0.9970293641090393,0.9949824213981628,0.99901282787323,0.9943231344223022,0.7138935327529907,0.693870484828949,0.7210946083068848,0.4420545697212219,0.018734291195869446,0.7789160013198853,0.9954958558082581,0.9934550523757935,0.9985026717185974
53,0.9958934187889099,0.7553471326828003,0.773518979549408,0.7555011510848999,0.493181437253952,0.011751365847885609,0.00020000001,0.7472056150436401,0.9970470666885376,0.9950132966041565,0.9990186095237732,0.9943432211875916,0.710538387298584,0.6866811513900757,0.7183642387390137,0.4385676085948944,0.019316403195261955,0.7995961904525757,0.9954686760902405,0.9935145974159241,0.9984936118125916
54,0.9959514141082764,0.7574915885925293,0.7769339680671692,0.7564668655395508,0.49736133217811584,0.011567908339202404,0.00020000001,0.7737023830413818,0.9970955848693848,0.9950811266899109,0.9990345239639282,0.9943006038665771,0.7069804668426514,0.6762928366661072,0.7222627997398376,0.4308561682701111,0.01939442940056324,0.746834397315979,0.9955118894577026,0.9933885931968689,0.9985083341598511
55,0.9959993958473206,0.7598319053649902,0.7796741724014282,0.7595597505569458,0.5008754730224609,0.011421706527471542,0.00020000001,0.7498027086257935,0.9971456527709961,0.9951280951499939,0.9990511536598206,0.9942513108253479,0.7011483311653137,0.6850625872612,0.7089499235153198,0.41209322214126587,0.02031906135380268,0.7630112171173096,0.9952685236930847,0.9935232400894165,0.9984269142150879
56,0.9960352778434753,0.7615399956703186,0.7828548550605774,0.7608015537261963,0.5032761693000793,0.011295914649963379,0.00020000001,0.7614805698394775,0.9971635341644287,0.995173454284668,0.9990569949150085,0.9943000674247742,0.7124320864677429,0.6837592720985413,0.7282875180244446,0.43916055560112,0.019220152869820595,0.7793585062026978,0.9954780340194702,0.9934201836585999,0.9984970688819885
57,0.9960688352584839,0.7630296349525452,0.7842918634414673,0.7631860375404358,0.5054035186767578,0.011180992238223553,0.00020000001,0.7752304673194885,0.9971868991851807,0.9952167868614197,0.9990649223327637,0.9943044781684875,0.708045482635498,0.6880649924278259,0.7185949683189392,0.427001953125,0.019674254581332207,0.7465910911560059,0.9954279065132141,0.9934799671173096,0.9984800219535828
58,0.996112048625946,0.7643871903419495,0.7869904041290283,0.7623087763786316,0.5089994072914124,0.011058148927986622,0.00020000001,0.7452171444892883,0.9972295761108398,0.9952620267868042,0.9990792274475098,0.9942761063575745,0.7065325975418091,0.6806132793426514,0.7165163159370422,0.430519700050354,0.020400697365403175,0.7814271450042725,0.9953545928001404,0.9934973120689392,0.9984555840492249
59,0.9961562752723694,0.7662612199783325,0.7899439930915833,0.7659260034561157,0.5099130868911743,0.010925385169684887,0.00020000001,0.7641366720199585,0.9972531795501709,0.995322048664093,0.9990856647491455,0.9943188428878784,0.7143111824989319,0.6831510663032532,0.725546658039093,0.45002686977386475,0.019570626318454742,0.7500623464584351,0.9955286383628845,0.993415892124176,0.9985142350196838
60,0.9962623715400696,0.7708452939987183,0.7949832677841187,0.770314633846283,0.5187946557998657,0.01059938408434391,4.0000003e-05,0.759101152420044,0.9973576664924622,0.9954293966293335,0.9991210699081421,0.9943434596061707,0.7120100855827332,0.6891241073608398,0.7248539328575134,0.4355488121509552,0.01994887925684452,0.7686494588851929,0.9954355359077454,0.9935454726219177,0.9984822273254395
61,0.9962862133979797,0.7722206115722656,0.7978782057762146,0.7712662220001221,0.5204422473907471,0.010516283102333546,4.0000003e-05,0.7684355974197388,0.9973552823066711,0.9954805970191956,0.99912029504776,0.9943448305130005,0.7105077505111694,0.6871448755264282,0.7226642370223999,0.43370679020881653,0.020099667832255363,0.7589486837387085,0.9954480528831482,0.9935387372970581,0.9984866976737976
62,0.9962939620018005,0.7723472118377686,0.7980963587760925,0.7715145349502563,0.5204790830612183,0.010487724095582962,4.0000003e-05,0.7589538097381592,0.997366726398468,0.9954829216003418,0.9991238117218018,0.9943353533744812,0.7127819657325745,0.6885052919387817,0.7241769433021545,0.43993934988975525,0.02035290189087391,0.7859798669815063,0.9954332113265991,0.9935346245765686,0.9984816312789917
63,0.996312141418457,0.7731041312217712,0.7989183664321899,0.7730181813240051,0.5211753845214844,0.010433392599225044,4.0000003e-05,0.7803345918655396,0.9973759055137634,0.9955068826675415,0.9991275072097778,0.9943079948425293,0.7097078561782837,0.6869789361953735,0.7137684226036072,0.4395838677883148,0.020562507212162018,0.7694577574729919,0.9953895211219788,0.9935225248336792,0.998467206954956
64,0.996318519115448,0.773296058177948,0.7998409271240234,0.7711740136146545,0.5228655338287354,0.010416904464364052,4.0000003e-05,0.7693651914596558,0.9973843693733215,0.9955140352249146,0.9991308450698853,0.9943243265151978,0.7108422517776489,0.6821649670600891,0.7261865139007568,0.43652722239494324,0.0204673632979393,0.7711167335510254,0.9954232573509216,0.9935193061828613,0.9984789490699768
65,0.9963294267654419,0.7739476561546326,0.800309419631958,0.7729772925376892,0.5231983065605164,0.010383647866547108,4.0000003e-05,0.7679575681686401,0.9973939657211304,0.995523989200592,0.9991334676742554,0.9943221211433411,0.7128089070320129,0.6868189573287964,0.7226031422615051,0.44330692291259766,0.020256591960787773,0.7894095778465271,0.9954240322113037,0.9935149550437927,0.9984785914421082
66,0.9963371157646179,0.774497926235199,0.8006207346916199,0.7737028002738953,0.5243592858314514,0.010352260433137417,4.0000003e-05,0.7815874814987183,0.9974016547203064,0.9955323934555054,0.999135434627533,0.9942935109138489,0.7105605602264404,0.6849638819694519,0.7174879312515259,0.44130054116249084,0.02056572027504444,0.7668246030807495,0.9953776597976685,0.9935056567192078,0.9984633922576904
67,0.9963464140892029,0.7746933698654175,0.801583468914032,0.7733728289604187,0.5245069861412048,0.010321569629013538,4.0000003e-05,0.774261474609375,0.9974066615104675,0.9955458045005798,0.9991378784179688,0.9943177700042725,0.7127309441566467,0.6876564025878906,0.7211223840713501,0.44364625215530396,0.020429709926247597,0.7720126509666443,0.9954150915145874,0.9935188889503479,0.9984757304191589
68,0.9963732957839966,0.7759185433387756,0.8028593063354492,0.7747957110404968,0.5266987681388855,0.010240273550152779,8.000001e-06,0.7797220945358276,0.9974249601364136,0.9955794215202332,0.9991438984870911,0.994321882724762,0.7121137976646423,0.6866264939308167,0.7229087948799133,0.4404242932796478,0.020561501383781433,0.7765910625457764,0.9954094290733337,0.9935278296470642,0.9984741806983948
69,0.9963768720626831,0.7759201526641846,0.8034393787384033,0.7741183638572693,0.5268043875694275,0.010227435268461704,8.000001e-06,0.7820596098899841,0.9974269270896912,0.9955850839614868,0.9991444945335388,0.994316816329956,0.7116157412528992,0.685714602470398,0.7243764400482178,0.437881201505661,0.020615611225366592,0.7766420841217041,0.9954107999801636,0.9935191869735718,0.9984744191169739
70,0.9963800311088562,0.7761051058769226,0.8030798435211182,0.7752499580383301,0.5267683267593384,0.01022324152290821,8.000001e-06,0.7807584404945374,0.9974340796470642,0.9955844283103943,0.9991469383239746,0.9943146109580994,0.7110169529914856,0.6861808896064758,0.7226343750953674,0.43676242232322693,0.02069845423102379,0.7808669805526733,0.9953944087028503,0.993526816368103,0.9984687566757202
71,0.9963804483413696,0.776138186454773,0.8035881519317627,0.7750816345214844,0.5265610814094543,0.010218478739261627,8.000001e-06,0.7803043723106384,0.9974303245544434,0.9955896735191345,0.9991455078125,0.9943124055862427,0.7111793160438538,0.6867038607597351,0.7215196490287781,0.43800127506256104,0.02069353684782982,0.7810544371604919,0.9953927397727966,0.9935271739959717,0.998468279838562
72,0.996383547782898,0.7763186693191528,0.8033416271209717,0.7750867605209351,0.5275239944458008,0.010212861932814121,8.000001e-06,0.7812448740005493,0.9974361062049866,0.9955868721008301,0.9991478323936462,0.994312047958374,0.7108920812606812,0.6881433129310608,0.7207818031311035,0.43615052103996277,0.02063392661511898,0.7805179357528687,0.9953837990760803,0.9935330748558044,0.9984650611877441
